client_id,cutoff_date,target_next_recurring_merchant,confidence,label_unsup,label_chatgpt,label_trainonly,conf_unsup,conf_chatgpt,conf_trainonly,n_sources_agree
U002699,2026-01-01,insurance,0.9977,none,insurance,insurance,0.3757,0.75,0.3039,2
U002700,2026-01-01,mobile,0.9892,streaming,mobile,mobile,0.3288,0.85,0.5708,2
U002701,2026-01-01,music,0.9971,mobile,music,music,0.6655,0.85,0.4677,2
U002702,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.6133,0.85,0.5184,3
U002703,2026-01-01,cloud,0.7879,none,mobile,cloud,0.4509,0.85,0.3753,1
U002704,2026-01-01,mobile,0.9911,music,mobile,mobile,0.4217,0.85,0.4996,2
U002705,2026-01-01,insurance,0.9977,none,insurance,insurance,0.4355,0.85,0.5025,2
U002706,2026-01-01,insurance,0.9962,streaming,insurance,insurance,0.4579,0.85,0.8782,2
U002707,2026-01-01,streaming,0.9965,none,streaming,streaming,0.372,0.85,0.5205,2
U002708,2026-01-01,none,0.9872,none,none,none,0.4165,0.9,0.9768,3
U002709,2026-01-01,none,0.9872,none,none,none,0.6644,0.9,0.9688,3
U002710,2026-01-01,none,0.8193,none,gym,none,0.2967,0.7000000000000001,0.9947,2
U002711,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.6565,0.85,0.78,3
U002712,2026-01-01,none,0.8343,none,cloud,none,0.3575,0.85,0.5495,2
U002713,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4934,0.85,0.882,3
U002714,2026-01-01,streaming,0.9475,streaming,streaming,none,0.2994,0.75,0.9997,2
U002715,2026-01-01,streaming,0.961,streaming,mobile,streaming,0.5287,0.85,0.6039,2
U002716,2026-01-01,streaming,0.961,streaming,mobile,streaming,0.5372,0.75,0.6342,2
U002717,2026-01-01,cloud,0.9948,software,cloud,cloud,0.485,0.85,0.4953,2
U002718,2026-01-01,cloud,0.9946,streaming,cloud,cloud,0.3994,0.7000000000000001,0.3028,2
U002719,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.8374,0.9,0.8249,3
U002720,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.5,0.7000000000000001,0.7646,3
U002721,2026-01-01,music,0.9999,music,music,music,0.5408,0.85,0.6104,3
U002722,2026-01-01,gym,0.99,none,gym,gym,0.5111,0.85,0.5809,2
U002723,2026-01-01,insurance,0.9919,music,insurance,insurance,0.4375,0.85,0.5532,2
U002724,2026-01-01,insurance,0.9998,insurance,insurance,insurance,1.0,0.75,0.4528,3
U002725,2026-01-01,none,0.6112,none,insurance,none,0.4415,0.85,0.5937,2
U002726,2026-01-01,music,0.9999,music,music,music,0.3806,0.85,0.7889,3
U002727,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9928,3
U002728,2026-01-01,cloud,0.9999,cloud,cloud,cloud,1.0,0.85,0.851,3
U002729,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.7537,0.85,0.9087,3
U002730,2026-01-01,insurance,0.5265,mobile,music,insurance,0.3605,0.75,0.4523,1
U002731,2026-01-01,software,0.615,gym,software,none,0.3551,0.85,0.8482,1
U002732,2026-01-01,cloud,0.6537,none,cloud,music,0.5117,0.85,0.3993,1
U002733,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9192,3
U002734,2026-01-01,music,0.9943,insurance,music,music,0.3037,0.85,0.4518,2
U002735,2026-01-01,insurance,0.6771,streaming,insurance,none,0.3305,0.85,0.9279,1
U002736,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.43,0.85,0.568,3
U002737,2026-01-01,none,0.8193,none,gym,none,0.3757,0.85,0.9996,2
U002738,2026-01-01,software,0.9973,none,software,software,0.4362,0.85,0.6791,2
U002739,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.4582,0.85,0.5241,3
U002740,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.8374,0.85,0.9072,3
U002741,2026-01-01,streaming,0.9406,streaming,music,streaming,0.4879,0.75,0.6084,2
U002742,2026-01-01,music,0.9943,insurance,music,music,0.3397,0.85,0.4313,2
U002743,2026-01-01,cloud,0.9964,none,cloud,cloud,0.5943,0.75,0.6957,2
U002744,2026-01-01,cloud,0.7998,none,gym,cloud,0.3472,0.7000000000000001,0.4091,1
U002745,2026-01-01,music,0.9999,music,music,music,0.4458,0.85,0.5647,3
U002746,2026-01-01,gym,0.99,none,gym,gym,0.5029,0.85,0.3393,2
U002747,2026-01-01,insurance,0.6498,none,insurance,music,0.2901,0.85,0.5167,1
U002748,2026-01-01,gym,0.9996,gym,gym,gym,0.4972,0.85,0.588,3
U002749,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4056,0.85,0.5875,3
U002750,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4411,0.85,0.6463,3
U002751,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.7975,3
U002752,2026-01-01,cloud,0.8893,cloud,cloud,none,0.5,0.7000000000000001,0.9658,2
U002753,2026-01-01,mobile,0.9408,mobile,insurance,mobile,0.5504,0.75,0.7926,2
U002754,2026-01-01,none,0.9431,software,none,none,0.5714,0.9,0.953,2
U002755,2026-01-01,mobile,0.989,insurance,mobile,mobile,0.2823,0.85,0.3865,2
U002756,2026-01-01,software,0.9996,software,software,software,0.4757,0.85,0.8597,3
U002757,2026-01-01,music,0.9477,music,software,music,0.4598,0.7000000000000001,0.6056,2
U002758,2026-01-01,insurance,0.9394,insurance,mobile,insurance,0.4469,0.75,0.5781,2
U002759,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.7074,3
U002760,2026-01-01,none,0.6107,none,software,none,0.5012,0.75,0.4256,2
U002761,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.7082,0.85,0.6702,3
U002762,2026-01-01,software,0.5625,none,software,cloud,0.5813,0.7000000000000001,0.3524,1
U002763,2026-01-01,insurance,0.9919,music,insurance,insurance,0.3944,0.85,0.7871,2
U002764,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9993,3
U002765,2026-01-01,insurance,0.9977,none,insurance,insurance,0.3171,0.85,0.6242,2
U002766,2026-01-01,gym,0.99,none,gym,gym,0.3615,0.75,0.6371,2
U002767,2026-01-01,mobile,0.9877,cloud,mobile,mobile,0.2908,0.85,0.3576,2
U002768,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9835,3
U002769,2026-01-01,mobile,0.9921,mobile,none,mobile,0.5466,0.9,0.4923,2
U002770,2026-01-01,gym,0.3327,cloud,gym,software,0.3967,0.75,0.6307,1
U002771,2026-01-01,none,0.9872,none,none,none,0.4542,0.9,0.9922,3
U002772,2026-01-01,music,0.9943,insurance,music,music,0.3594,0.85,0.3499,2
U002773,2026-01-01,mobile,0.9948,none,mobile,mobile,0.4952,0.85,0.3676,2
U002774,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4214,0.85,0.4595,3
U002775,2026-01-01,none,0.666,none,streaming,none,0.3438,0.85,0.4961,2
U002776,2026-01-01,insurance,0.9998,insurance,insurance,insurance,1.0,0.9,0.7327,3
U002777,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.3949,0.85,0.4152,3
U002778,2026-01-01,cloud,0.9964,none,cloud,cloud,0.383,0.85,0.6106,2
U002779,2026-01-01,software,0.9937,music,software,software,0.3762,0.85,0.5879,2
U002780,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.4924,0.85,0.7893,3
U002781,2026-01-01,mobile,0.8277,mobile,mobile,none,0.3306,0.85,0.9973,2
U002782,2026-01-01,streaming,0.4869,none,insurance,streaming,0.2883,0.7000000000000001,0.4097,1
U002783,2026-01-01,insurance,0.9893,cloud,insurance,insurance,0.2504,0.85,0.4938,2
U002784,2026-01-01,streaming,0.9949,music,streaming,streaming,0.239,0.85,0.5419,2
U002785,2026-01-01,none,0.8193,none,gym,none,0.5528,0.7000000000000001,0.7081,2
U002786,2026-01-01,cloud,0.9924,insurance,cloud,cloud,0.6025,0.85,0.7298,2
U002787,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9995,3
U002788,2026-01-01,music,0.9999,music,music,music,0.3974,0.85,0.8542,3
U002789,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.7331,0.85,0.8571,3
U002790,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.6041,0.85,0.9437,3
U002791,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.4053,0.85,0.6596,3
U002792,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.887,0.9,0.8616,3
U002793,2026-01-01,none,0.8193,none,gym,none,0.4173,0.75,0.9779,2
U002794,2026-01-01,insurance,0.9934,mobile,insurance,insurance,0.5658,0.85,0.8978,2
U002795,2026-01-01,streaming,0.9965,none,streaming,streaming,0.2792,0.85,0.3285,2
U002796,2026-01-01,none,0.6107,none,software,none,0.4651,0.85,0.8678,2
U002797,2026-01-01,software,0.9937,music,software,software,0.4782,0.85,0.6761,2
U002798,2026-01-01,mobile,0.9868,software,mobile,mobile,0.42,0.85,0.6009,2
U002799,2026-01-01,insurance,0.9919,music,insurance,insurance,0.3215,0.85,0.4575,2
U002800,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.5752,0.85,0.4875,3
U002801,2026-01-01,none,0.8525,none,mobile,none,0.4795,0.85,0.9616,2
U002802,2026-01-01,none,0.7063,software,mobile,none,0.4371,0.75,0.9991,1
U002803,2026-01-01,cloud,0.9964,none,cloud,cloud,0.4367,0.85,0.6487,2
U002804,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.5661,0.85,0.9012,3
U002805,2026-01-01,mobile,0.9597,mobile,software,mobile,0.4085,0.7000000000000001,0.3748,2
U002806,2026-01-01,none,0.4678,mobile,gym,none,0.331,0.75,0.8847,1
U002807,2026-01-01,none,0.9872,none,none,none,0.3952,0.85,0.9998,3
U002808,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9649,3
U002809,2026-01-01,cloud,0.9704,cloud,mobile,cloud,0.5188,0.85,0.4574,2
U002810,2026-01-01,none,0.646,software,cloud,none,0.4792,0.75,0.5234,1
U002811,2026-01-01,gym,0.9811,software,gym,gym,0.3768,0.7000000000000001,0.7244,2
U002812,2026-01-01,software,0.9973,none,software,software,0.7512,0.85,0.5598,2
U002813,2026-01-01,insurance,0.9977,none,insurance,insurance,0.3396,0.85,0.814,2
U002814,2026-01-01,none,0.9186,mobile,none,none,0.6688,0.9,0.9713,2
U002815,2026-01-01,cloud,0.9956,music,cloud,cloud,0.3718,0.85,0.5052,2
U002816,2026-01-01,gym,0.99,none,gym,gym,0.3987,0.75,0.4521,2
U002817,2026-01-01,gym,0.9931,music,gym,gym,0.4222,0.85,0.7247,2
U002818,2026-01-01,none,0.646,software,cloud,none,0.4627,0.7000000000000001,0.743,1
U002819,2026-01-01,none,0.3814,streaming,gym,none,0.5368,0.75,0.5056,1
U002820,2026-01-01,none,0.8193,none,gym,none,0.5176,0.75,0.9996,2
U002821,2026-01-01,software,0.5625,none,software,cloud,0.3751,0.75,0.5268,1
U002822,2026-01-01,insurance,0.9686,insurance,software,insurance,0.8244,0.75,0.3662,2
U002823,2026-01-01,gym,0.9931,music,gym,gym,0.5101,0.85,0.5214,2
U002824,2026-01-01,cloud,0.8893,cloud,cloud,none,0.3461,0.7000000000000001,0.8158,2
U002825,2026-01-01,software,0.8578,software,software,none,0.4331,0.85,0.906,2
U002826,2026-01-01,gym,0.8344,gym,gym,none,0.7559,0.9,0.5706,2
U002827,2026-01-01,none,0.8561,music,none,none,0.5714,0.9,0.2814,2
U002828,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.3429,0.85,0.5237,3
U002829,2026-01-01,none,0.8343,none,cloud,none,0.3204,0.85,0.9965,2
U002830,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.8712,0.85,0.8678,3
U002831,2026-01-01,cloud,0.9924,insurance,cloud,cloud,0.773,0.85,0.4921,2
U002832,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.3712,0.85,0.4395,3
U002833,2026-01-01,music,0.9973,software,music,music,0.3508,0.75,0.3589,2
U002834,2026-01-01,software,0.9903,mobile,software,software,0.4645,0.85,0.4531,2
U002835,2026-01-01,streaming,0.9406,streaming,music,streaming,0.3118,0.75,0.5099,2
U002836,2026-01-01,streaming,0.9965,none,streaming,streaming,0.7,0.85,0.7004,2
U002837,2026-01-01,software,0.9973,none,software,software,0.3601,0.85,0.876,2
U002838,2026-01-01,music,0.9728,music,gym,music,0.5319,0.85,0.4976,2
U002839,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.7055,0.85,0.8751,3
U002840,2026-01-01,cloud,0.9999,cloud,cloud,cloud,1.0,0.85,0.6145,3
U002841,2026-01-01,gym,0.99,none,gym,gym,0.2779,0.85,0.5163,2
U002842,2026-01-01,insurance,0.6588,mobile,insurance,none,0.2815,0.75,0.9783,1
U002843,2026-01-01,cloud,0.9948,software,cloud,cloud,0.5946,0.85,0.8224,2
U002844,2026-01-01,software,0.4402,insurance,gym,software,0.3324,0.7000000000000001,0.4442,1
U002845,2026-01-01,music,0.9477,music,software,music,0.3564,0.7000000000000001,0.408,2
U002846,2026-01-01,music,0.9999,music,music,music,0.3862,0.75,0.4895,3
U002847,2026-01-01,streaming,0.9008,streaming,gym,streaming,0.3353,0.85,0.4677,2
U002848,2026-01-01,music,0.9687,music,music,none,0.4004,0.7000000000000001,0.9434,2
U002849,2026-01-01,none,0.6112,none,insurance,none,0.3243,0.75,0.9622,2
U002850,2026-01-01,software,0.9937,music,software,software,0.386,0.85,0.6178,2
U002851,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.5305,0.9,0.624,3
U002852,2026-01-01,insurance,0.9242,insurance,music,insurance,0.3852,0.85,0.4592,2
U002853,2026-01-01,none,0.9872,none,none,none,0.3752,0.9,0.9948,3
U002854,2026-01-01,none,0.8343,none,cloud,none,0.5163,0.7000000000000001,1.0,2
U002855,2026-01-01,mobile,0.8277,mobile,mobile,none,0.5362,0.9,0.5374,2
U002856,2026-01-01,cloud,0.7,streaming,mobile,cloud,0.3427,0.7000000000000001,0.5275,1
U002857,2026-01-01,none,0.4386,streaming,mobile,none,0.4866,0.75,0.7979,1
U002858,2026-01-01,music,0.9999,music,music,music,0.4512,0.85,0.6378,3
U002859,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4993,0.75,0.4138,3
U002860,2026-01-01,software,0.9712,software,streaming,software,0.3123,0.85,0.3624,2
U002861,2026-01-01,mobile,0.989,insurance,mobile,mobile,0.7071,0.85,0.3845,2
U002862,2026-01-01,gym,0.9996,gym,gym,gym,0.7663,0.9,0.8291,3
U002863,2026-01-01,mobile,0.9997,mobile,mobile,mobile,1.0,0.85,0.8225,3
U002864,2026-01-01,gym,0.987,insurance,gym,gym,0.3913,0.75,0.7449,2
U002865,2026-01-01,software,0.9973,none,software,software,0.6064,0.85,0.5,2
U002866,2026-01-01,music,0.9952,none,music,music,0.2812,0.85,0.4492,2
U002867,2026-01-01,gym,0.9996,gym,gym,gym,0.66,0.9,0.8891,3
U002868,2026-01-01,mobile,0.9948,none,mobile,mobile,0.3822,0.85,0.9094,2
U002869,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.369,0.85,0.6655,3
U002870,2026-01-01,gym,0.9996,gym,gym,gym,0.75,0.85,0.8278,3
U002871,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.3358,0.85,0.5287,3
U002872,2026-01-01,music,0.9999,music,music,music,0.5714,0.85,0.8144,3
U002873,2026-01-01,streaming,0.9475,streaming,streaming,none,0.3244,0.7000000000000001,0.9912,2
U002874,2026-01-01,none,0.6107,none,software,none,0.4395,0.85,0.9016,2
U002875,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.5362,0.9,0.87,3
U002876,2026-01-01,none,0.6107,none,software,none,1.0,0.75,0.953,2
U002877,2026-01-01,streaming,0.995,insurance,streaming,streaming,0.3212,0.85,0.7293,2
U002878,2026-01-01,streaming,0.754,none,streaming,music,0.3637,0.85,0.3967,1
U002879,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.603,0.85,0.7559,3
U002880,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.4088,0.85,0.4169,3
U002881,2026-01-01,software,0.5625,none,software,cloud,0.4833,0.7000000000000001,0.4417,1
U002882,2026-01-01,mobile,0.5236,cloud,mobile,gym,0.3352,0.85,0.3851,1
U002883,2026-01-01,music,0.9973,software,music,music,0.389,0.75,0.4678,2
U002884,2026-01-01,gym,0.99,none,gym,gym,0.6066,0.75,0.4458,2
U002885,2026-01-01,gym,0.99,none,gym,gym,0.3039,0.85,0.6691,2
U002886,2026-01-01,gym,0.9785,mobile,gym,gym,0.3502,0.85,0.5325,2
U002887,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.4477,0.85,0.568,3
U002888,2026-01-01,gym,0.99,none,gym,gym,0.3826,0.85,0.8324,2
U002889,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4183,0.85,0.5958,3
U002890,2026-01-01,gym,0.9931,music,gym,gym,0.468,0.85,0.7062,2
U002891,2026-01-01,none,0.5602,insurance,cloud,none,0.3878,0.75,0.8865,1
U002892,2026-01-01,music,0.9999,music,music,music,0.3112,0.85,0.6903,3
U002893,2026-01-01,streaming,0.6284,none,streaming,mobile,0.2725,0.85,0.3307,1
U002894,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.532,0.85,0.7327,3
U002895,2026-01-01,gym,0.988,streaming,gym,gym,0.3012,0.85,0.5013,2
U002896,2026-01-01,music,0.9728,music,gym,music,0.5122,0.75,0.6833,2
U002897,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.524,0.9,0.8647,3
U002898,2026-01-01,software,0.8578,software,software,none,0.5261,0.7000000000000001,0.8053,2
U002899,2026-01-01,music,0.9999,music,music,music,0.4521,0.85,0.6182,3
U002900,2026-01-01,insurance,0.9754,insurance,gym,insurance,0.5871,0.7000000000000001,0.605,2
U002901,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9205,3
U002902,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.4852,0.85,0.4236,3
U002903,2026-01-01,music,0.9999,music,music,music,0.3377,0.85,0.5287,3
U002904,2026-01-01,software,0.615,gym,software,none,0.4142,0.7000000000000001,0.9984,1
U002905,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4088,0.85,0.6561,3
U002906,2026-01-01,none,0.9872,none,none,none,0.8,0.9,0.9879,3
U002907,2026-01-01,streaming,0.643,gym,streaming,none,0.3271,0.7000000000000001,0.7538,1
U002908,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.4312,0.75,0.4903,3
U002909,2026-01-01,cloud,0.9942,cloud,none,cloud,0.4924,0.9,0.7251,2
U002910,2026-01-01,none,0.8193,none,gym,none,0.4226,0.8,0.9999,2
U002911,2026-01-01,none,0.646,software,cloud,none,0.4326,0.75,0.99,1
U002912,2026-01-01,mobile,0.8506,mobile,mobile,insurance,0.4105,0.85,0.3383,2
U002913,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.7438,0.85,0.602,3
U002914,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.5595,0.85,0.8783,3
U002915,2026-01-01,insurance,0.9977,none,insurance,insurance,0.513,0.9,0.8748,2
U002916,2026-01-01,cloud,0.9964,none,cloud,cloud,0.421,0.85,0.6775,2
U002917,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.3099,0.85,0.4914,3
U002918,2026-01-01,music,0.9973,software,music,music,0.2496,0.75,0.6514,2
U002919,2026-01-01,streaming,0.6682,gym,music,streaming,0.3408,0.85,0.529,1
U002920,2026-01-01,gym,0.9996,gym,gym,gym,0.2781,0.85,0.471,3
U002921,2026-01-01,software,0.9937,music,software,software,0.3792,0.75,0.6579,2
U002922,2026-01-01,software,0.9996,software,software,software,0.4654,0.75,0.6601,3
U002923,2026-01-01,mobile,0.989,insurance,mobile,mobile,0.5262,0.85,0.5734,2
U002924,2026-01-01,gym,0.9996,gym,gym,gym,0.365,0.85,0.6496,3
U002925,2026-01-01,insurance,0.9754,insurance,gym,insurance,0.6207,0.75,0.4674,2
U002926,2026-01-01,software,0.9971,gym,software,software,0.6616,0.85,0.8796,2
U002927,2026-01-01,gym,0.8831,gym,insurance,gym,0.2815,0.75,0.32,2
U002928,2026-01-01,cloud,0.9946,streaming,cloud,cloud,0.3073,0.85,0.718,2
U002929,2026-01-01,software,0.7633,none,gym,software,0.4556,0.7000000000000001,0.7706,1
U002930,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.482,0.85,0.8255,3
U002931,2026-01-01,streaming,0.9965,none,streaming,streaming,0.4545,0.85,0.4982,2
U002932,2026-01-01,music,0.9046,music,music,software,0.4622,0.7000000000000001,0.7349,2
U002933,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.8374,0.85,0.8108,3
U002934,2026-01-01,insurance,0.9893,cloud,insurance,insurance,0.2774,0.85,0.4283,2
U002935,2026-01-01,mobile,0.9948,none,mobile,mobile,0.3691,0.75,0.4072,2
U002936,2026-01-01,gym,0.99,none,gym,gym,0.3226,0.85,0.4197,2
U002937,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.3438,0.85,0.6878,3
U002938,2026-01-01,cloud,0.9581,gym,cloud,cloud,0.291,0.85,0.5338,2
U002939,2026-01-01,none,0.8525,none,mobile,none,0.3886,0.85,0.9031,2
U002940,2026-01-01,none,0.8834,streaming,none,none,0.7207,0.9,0.9324,2
U002941,2026-01-01,software,0.612,music,software,none,0.2426,0.7000000000000001,0.9749,1
U002942,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.9116,0.85,0.8951,3
U002943,2026-01-01,software,0.9973,none,software,software,0.4594,0.85,0.3898,2
U002944,2026-01-01,none,0.8193,none,gym,none,1.0,0.75,0.5378,2
U002945,2026-01-01,none,0.6107,none,software,none,0.3867,0.75,0.4916,2
U002946,2026-01-01,music,0.7061,streaming,gym,music,0.4433,0.7000000000000001,0.3454,1
U002947,2026-01-01,cloud,0.9964,none,cloud,cloud,0.5105,0.85,0.677,2
U002948,2026-01-01,none,0.5602,insurance,cloud,none,0.4164,0.85,0.5731,1
U002949,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.355,0.85,0.4964,3
U002950,2026-01-01,insurance,0.9962,streaming,insurance,insurance,0.5705,0.9,0.8526,2
U002951,2026-01-01,none,0.666,none,streaming,none,0.2508,0.7000000000000001,0.9626,2
U002952,2026-01-01,streaming,0.9944,mobile,streaming,streaming,0.4785,0.85,0.455,2
U002953,2026-01-01,none,0.9872,none,none,none,0.8333,0.9,0.9851,3
U002954,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.9102,0.85,0.8545,3
U002955,2026-01-01,streaming,0.9475,streaming,streaming,none,0.8014,0.75,0.904,2
U002956,2026-01-01,none,0.4327,insurance,gym,none,0.4046,0.75,0.9987,1
U002957,2026-01-01,gym,0.99,none,gym,gym,0.3235,0.75,0.5057,2
U002958,2026-01-01,insurance,0.744,none,cloud,insurance,0.4849,0.85,0.4018,1
U002959,2026-01-01,cloud,0.8893,cloud,cloud,none,0.3075,0.85,0.3276,2
U002960,2026-01-01,software,0.7475,none,mobile,software,0.6032,0.75,0.5219,1
U002961,2026-01-01,gym,0.988,streaming,gym,gym,0.2549,0.85,0.5054,2
U002962,2026-01-01,software,0.9951,streaming,software,software,0.2465,0.85,0.4399,2
U002963,2026-01-01,software,0.9904,insurance,software,software,0.5032,0.85,0.6108,2
U002964,2026-01-01,insurance,0.8847,insurance,insurance,music,0.3846,0.85,0.4341,2
U002965,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.7772,0.85,0.8814,3
U002966,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.389,0.85,0.5783,3
U002967,2026-01-01,insurance,0.9977,none,insurance,insurance,0.5755,0.85,0.4862,2
U002968,2026-01-01,music,0.9969,gym,music,music,0.2445,0.85,0.4509,2
U002969,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.5209,0.85,0.6667,3
U002970,2026-01-01,mobile,0.9868,software,mobile,mobile,0.4971,0.85,0.8431,2
U002971,2026-01-01,none,0.8193,none,gym,none,0.4721,0.7000000000000001,0.4822,2
U002972,2026-01-01,gym,0.99,none,gym,gym,1.0,0.75,0.5651,2
U002973,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.6081,0.85,0.6995,3
U002974,2026-01-01,music,0.5619,insurance,music,none,0.3402,0.85,0.9949,1
U002975,2026-01-01,gym,0.9891,cloud,gym,gym,0.2962,0.85,0.6925,2
U002976,2026-01-01,none,0.6107,none,software,none,0.4079,0.7000000000000001,0.9933,2
U002977,2026-01-01,software,0.5393,none,cloud,software,0.4786,0.85,0.4513,1
U002978,2026-01-01,streaming,0.9023,streaming,insurance,streaming,0.3018,0.75,0.4551,2
U002979,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.6917,0.85,0.7359,3
U002980,2026-01-01,none,0.8525,none,mobile,none,0.441,0.85,0.9856,2
U002981,2026-01-01,none,0.6107,none,software,none,0.424,0.75,0.9996,2
U002982,2026-01-01,gym,0.9931,music,gym,gym,0.5466,0.85,0.5222,2
